0.6655283 0.4673532 0.6270189 0.8605175 0.7278989
0.6020007 0.7084946 0.7544181 0.3153342 0.1820545
0.2333232 0.8736713 0.5012681 0.7366381 0.01225612
0.7785324 0.8726971 0.3633543 0.9210163 0.7019548
0.9183045 0.4473409 0.1904335 0.4489623 0.7050689
0.1058114 0.1280773 0.6605199 0.9416467 0.9808726
0.3215869 0.6975507 0.1382365 0.4024656 0.5144248
0.1641158 0.2010445 0.9258325 0.7380752 0.6472709
0.6062835 0.3573219 0.690958 0.207652 0.04642658
0.9626332 0.1848901 0.451496 0.2569009 0.5416958
0.4457124 0.7155705 0.8121459 0.2763339 0.7293307
0.1761579 0.6320999 0.8210652 0.5765051 0.1792163
0.4297312 0.837178 0.2638064 0.6371661 0.4858396
0.6477126 0.8828128 0.4864937 0.9965701 0.7514081
0.9226448 0.3222887 0.189695 0.3605185 0.1695043
0.3610187 0.4807013 0.7998275 0.2670992 0.5470924
0.3282499 0.3392693 0.04874561 0.5342387 0.5593918
0.2479225 0.980077 0.304986 0.2783754 0.4895309
0.9934611 0.6803212 0.5720956 0.1065903 0.3166854
0.7286111 0.6213816 0.7306253 0.9438173 0.1415032
0.5557433 0.6079591 0.9288072 0.814442 0.8834859
0.6589513 0.7586552 0.4879084 0.6070203 0.4112688
0.06454992 0.4555673 0.3532987 0.8498276 0.8548216
0.761024 0.5415158 0.6037102 0.05431946 0.09364408
0.7595701 0.95029 0.3074543 0.2135425 0.5700638
0.7050143 0.9405335 0.9799955 0.2925621 0.2004027
0.5927907 0.5609781 0.9642747 0.806386 0.7533075
0.9524881 0.8437701 0.9392737 0.9675901 0.7126764
0.5110391 0.544553 0.1363752 0.8223435 0.3255027
0.347046 0.4818027 0.6054674 0.6498936 0.03773936
0.2067832 0.7972518 0.8907758 0.5554684 0.3683032
0.3907776 0.5370614 0.7294047 0.5246653 0.9786856
0.7744108 0.06514149 0.4850522 0.9329057 0.867553
0.09604483 0.8535802 0.8786708 0.4476065 0.2291066
0.5557491 0.4841331 0.3693611 0.2237216 0.04835536
0.7374557 0.5529465 0.110374 0.9873506 0.4793337
0.6196149 0.6370847 0.9482709 0.4246873 0.232954
0.1074982 0.6433566 0.9774615 0.9776515 0.7597097
0.1658587 0.435648 0.7010326 0.004672333 0.6322574
0.21666 0.5368027 0.4410239 0.4601295 0.2998137
0.4300697 0.009426627 0.9919662 0.3226211 0.9516472
0.4676583 0.5259708 0.9679042 0.981445 0.9107799
0.1045519 0.6970325 0.4374163 0.6546189 0.7596783
0.9597665 0.7088608 0.4686438 0.08517851 0.716868
0.5898499 0.1120996 0.4029035 0.4762525 0.2917495
0.7359105 0.9092744 0.4177227 0.8784797 0.7102561
0.8525104 0.09134484 0.3571541 0.5116746 0.225132
0.7963679 0.186117 0.3988978 0.6951154 0.4337649
0.2177008 0.05001925 0.9500337 0.4558334 0.5892901
0.7441393 0.6525708 0.3192176 0.3374424 0.4313257
0.453786 0.847476 0.7559665 0.7868897 0.306447
0.8675168 0.9191533 0.7494787 0.7851207 0.9913219
0.3364718 0.3245873 0.035351 0.0462379 0.8162991
0.3902451 0.5483794 0.9144449 0.1461194 0.272299
0.7029773 0.272494 0.9009218 0.5152715 0.5551749
0.8132581 0.9165795 0.5689835 0.4885911 0.5349447
0.7879288 0.4540551 0.5510925 0.4282032 0.04123216
0.2369992 0.5752325 0.6831833 0.3392199 0.9626627
0.5889852 0.5812697 0.2904354 0.1068014 0.9876497
0.9851261 0.3334594 0.59073 0.7855721 0.669949
0.9391983 0.6570168 0.9451439 0.04293525 0.94436
0.6255442 0.2953119 0.9804258 0.8008211 0.5026832
0.6501909 0.6075939 0.9810533 0.8550255 0.9757076
0.9690024 0.6125166 0.2107493 0.7267613 0.8206734
0.9129102 0.5500598 0.2873928 0.8000162 0.6031927
0.2037191 0.7803386 0.2409661 0.2272946 0.4171266
0.4638319 0.6476919 0.5410655 0.9002307 0.5384253
0.9367277 0.7727342 0.7274644 0.3227164 0.6181852
0.2470492 0.5581721 0.5979543 0.6076315 0.130218
0.3693393 0.1540021 0.341972 0.6991513 0.7430902
0.8895399 0.4546697 0.6841089 0.842921 0.3087314
0.8764415 0.06536601 0.4008116 0.01598218 0.8332659
0.9754574 0.6230196 0.90562 0.7029579 0.2353361
0.9422055 0.3461584 0.4781887 0.8500019 0.8688179
0.1381019 0.3298655 0.5437975 0.739778 0.9480213
0.9914525 0.6185979 0.2999659 0.4803857 0.2534213
0.3125706 0.1164448 0.06320301 0.6990279 0.3360235
0.2343768 0.986677 0.7635585 0.2887252 0.05579423
0.5710321 0.8610368 0.8459197 0.8405848 0.9647086
0.2787985 0.02462364 0.150977 0.2190758 0.4160722
0.1277911 0.8000773 0.2424369 0.04556188 0.2721233
0.7761963 0.5679876 0.3102506 0.8518709 0.4549278
0.818941 0.3250082 0.314647 0.9991117 0.8430819
0.8403208 0.5165451 0.2756244 0.9992236 0.3227878
0.5840727 0.5277017 0.3328013 0.9435244 0.8060049
0.2470768 0.4113847 0.9827182 0.9288137 0.1328971
0.9349391 0.694132 0.3743324 0.06073374 0.1645242
0.8325238 0.2580022 0.3097951 0.379526 0.2330555
0.482612 0.752604 0.999931 0.4085793 0.402723
0.9058834 0.9459173 0.6960665 0.449578 0.7381923
0.9158649 0.1399088 0.07585981 0.2861295 0.8650181
